Rule;Confidence
-Town(X) AND -hasPart(Y, X) ==> -NationalPark(X);0.8181818181818182
-Town(X) AND -NationalPark(X) ==> -hasPart(Y, X);0.8181818181818182
-Town(X) AND -hasPart(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-Town(X) AND -BackpackersDestination(X) ==> -hasPart(Y, X);0.8181818181818182
-Beach(X) AND -hasRating(Y, X) ==> -AccommodationRating(X);0.8181818181818182
-AccommodationRating(X) AND -hasRating(Y, X) ==> -Beach(X);0.8181818181818182
-Capital(X) AND -hasRating(Y, X) ==> -AccommodationRating(X);0.8181818181818182
-AccommodationRating(X) AND -hasRating(Y, X) ==> -Capital(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(Y, X) ==> -AccommodationRating(X);0.8181818181818182
-AccommodationRating(X) AND -hasRating(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-NationalPark(X) AND -hasRating(Y, X) ==> -AccommodationRating(X);0.8181818181818182
-AccommodationRating(X) AND -hasRating(Y, X) ==> -NationalPark(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(Y, X) ==> -AccommodationRating(X);0.8181818181818182
-AccommodationRating(X) AND -hasRating(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(Y, X) ==> -AccommodationRating(X);0.8181818181818182
-AccommodationRating(X) AND -hasRating(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-City(X) AND -Capital(X) ==> -Beach(X);0.8181818181818182
-City(X) AND -RetireeDestination(X) ==> -Beach(X);0.8181818181818182
-City(X) AND -hasAccommodation(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasAccommodation(X, Y) ==> -City(X);0.8181818181818182
-City(X) AND -hasPart(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasPart(X, Y) ==> -City(X);0.8181818181818182
-LuxuryHotel(X) AND -Capital(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -LuxuryHotel(X) ==> -Capital(X);0.8181818181818182
-LuxuryHotel(X) AND -RetireeDestination(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -LuxuryHotel(X) ==> -RetireeDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -NationalPark(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -LuxuryHotel(X) ==> -NationalPark(X);0.8181818181818182
-LuxuryHotel(X) AND -BackpackersDestination(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -LuxuryHotel(X) ==> -BackpackersDestination(X);0.8181818181818182
-Capital(X) AND -Accommodation(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Accommodation(X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -Hotel(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Hotel(X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasAccommodation(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasAccommodation(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(X, Y) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(Y, X) ==> -Capital(X);0.8181818181818182
-Accommodation(X) AND -RetireeDestination(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Accommodation(X) ==> -RetireeDestination(X);0.8181818181818182
-Accommodation(X) AND -NationalPark(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Accommodation(X) ==> -NationalPark(X);0.8181818181818182
-Accommodation(X) AND -BackpackersDestination(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Accommodation(X) ==> -BackpackersDestination(X);0.8181818181818182
-RetireeDestination(X) AND -Hotel(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Hotel(X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasAccommodation(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasAccommodation(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(X, Y) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-NationalPark(X) AND -Hotel(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Hotel(X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasAccommodation(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasAccommodation(X, Y) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasAccommodation(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasAccommodation(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasPart(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasPart(X, Y) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(X, Y) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(Y, X) ==> -NationalPark(X);0.8181818181818182
-Hotel(X) AND -BackpackersDestination(X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -Hotel(X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasAccommodation(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasAccommodation(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasAccommodation(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasAccommodation(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasPart(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasPart(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(X, Y) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(Y, X) ==> -Beach(X);0.8181818181818182
-Beach(X) AND -hasRating(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -Capital(X) ==> -UrbanArea(X);0.8181818181818182
-LuxuryHotel(X) AND -RetireeDestination(X) ==> -UrbanArea(X);0.8181818181818182
-Capital(X) AND -Accommodation(X) ==> -UrbanArea(X);0.8181818181818182
-Capital(X) AND -Hotel(X) ==> -UrbanArea(X);0.8181818181818182
-Capital(X) AND -hasAccommodation(Y, X) ==> -UrbanArea(X);0.8181818181818182
-Capital(X) AND -hasRating(X, Y) ==> -UrbanArea(X);0.8181818181818182
-Capital(X) AND -hasRating(Y, X) ==> -UrbanArea(X);0.8181818181818182
-Accommodation(X) AND -RetireeDestination(X) ==> -UrbanArea(X);0.8181818181818182
-RetireeDestination(X) AND -Hotel(X) ==> -UrbanArea(X);0.8181818181818182
-RetireeDestination(X) AND -hasAccommodation(Y, X) ==> -UrbanArea(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(X, Y) ==> -UrbanArea(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(Y, X) ==> -UrbanArea(X);0.8181818181818182
-City(X) AND -Capital(X) ==> -NationalPark(X);0.8181818181818182
-City(X) AND -Capital(X) ==> -BackpackersDestination(X);0.8181818181818182
-City(X) AND -Capital(X) ==> -hasPart(Y, X);0.8181818181818182
-City(X) AND -RetireeDestination(X) ==> -NationalPark(X);0.8181818181818182
-City(X) AND -RetireeDestination(X) ==> -BackpackersDestination(X);0.8181818181818182
-City(X) AND -RetireeDestination(X) ==> -hasPart(Y, X);0.8181818181818182
-NationalPark(X) AND -hasAccommodation(X, Y) ==> -City(X);0.8181818181818182
-City(X) AND -hasAccommodation(X, Y) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasPart(X, Y) ==> -City(X);0.8181818181818182
-City(X) AND -hasPart(X, Y) ==> -NationalPark(X);0.8181818181818182
-BackpackersDestination(X) AND -hasAccommodation(X, Y) ==> -City(X);0.8181818181818182
-City(X) AND -hasAccommodation(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasPart(X, Y) ==> -City(X);0.8181818181818182
-City(X) AND -hasPart(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-hasAccommodation(X, Y) AND -hasPart(Y, X) ==> -City(X);0.8181818181818182
-City(X) AND -hasAccommodation(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(X, Y) AND -hasPart(Y, X) ==> -City(X);0.8181818181818182
-City(X) AND -hasPart(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-LuxuryHotel(X) AND -NationalPark(X) ==> -Capital(X);0.8181818181818182
-LuxuryHotel(X) AND -Capital(X) ==> -NationalPark(X);0.8181818181818182
-LuxuryHotel(X) AND -BackpackersDestination(X) ==> -Capital(X);0.8181818181818182
-LuxuryHotel(X) AND -Capital(X) ==> -BackpackersDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -hasPart(Y, X) ==> -Capital(X);0.8181818181818182
-LuxuryHotel(X) AND -Capital(X) ==> -hasPart(Y, X);0.8181818181818182
-LuxuryHotel(X) AND -NationalPark(X) ==> -RetireeDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -RetireeDestination(X) ==> -NationalPark(X);0.8181818181818182
-LuxuryHotel(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -RetireeDestination(X) ==> -BackpackersDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -hasPart(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -RetireeDestination(X) ==> -hasPart(Y, X);0.8181818181818182
-LuxuryHotel(X) AND -hasPart(Y, X) ==> -NationalPark(X);0.8181818181818182
-LuxuryHotel(X) AND -NationalPark(X) ==> -hasPart(Y, X);0.8181818181818182
-LuxuryHotel(X) AND -hasPart(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-LuxuryHotel(X) AND -BackpackersDestination(X) ==> -hasPart(Y, X);0.8181818181818182
-Accommodation(X) AND -NationalPark(X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -Accommodation(X) ==> -NationalPark(X);0.8181818181818182
-Accommodation(X) AND -BackpackersDestination(X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -Accommodation(X) ==> -BackpackersDestination(X);0.8181818181818182
-Accommodation(X) AND -hasPart(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -Accommodation(X) ==> -hasPart(Y, X);0.8181818181818182
-NationalPark(X) AND -Hotel(X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -Hotel(X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasAccommodation(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasAccommodation(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(X, Y) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(X, Y) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(Y, X) ==> -NationalPark(X);0.8181818181818182
-Hotel(X) AND -BackpackersDestination(X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -Hotel(X) ==> -BackpackersDestination(X);0.8181818181818182
-Hotel(X) AND -hasPart(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -Hotel(X) ==> -hasPart(Y, X);0.8181818181818182
-BackpackersDestination(X) AND -hasAccommodation(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasAccommodation(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(X, Y) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-hasAccommodation(Y, X) AND -hasPart(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasAccommodation(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(X, Y) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(Y, X) ==> -Capital(X);0.8181818181818182
-Capital(X) AND -hasRating(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-Accommodation(X) AND -NationalPark(X) ==> -RetireeDestination(X);0.8181818181818182
-Accommodation(X) AND -RetireeDestination(X) ==> -NationalPark(X);0.8181818181818182
-Accommodation(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);0.8181818181818182
-Accommodation(X) AND -RetireeDestination(X) ==> -BackpackersDestination(X);0.8181818181818182
-Accommodation(X) AND -hasPart(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-Accommodation(X) AND -RetireeDestination(X) ==> -hasPart(Y, X);0.8181818181818182
-Accommodation(X) AND -hasPart(Y, X) ==> -NationalPark(X);0.8181818181818182
-Accommodation(X) AND -NationalPark(X) ==> -hasPart(Y, X);0.8181818181818182
-Accommodation(X) AND -hasPart(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-Accommodation(X) AND -BackpackersDestination(X) ==> -hasPart(Y, X);0.8181818181818182
-NationalPark(X) AND -Hotel(X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -Hotel(X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasAccommodation(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasAccommodation(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(X, Y) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(X, Y) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(Y, X) ==> -NationalPark(X);0.8181818181818182
-Hotel(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -Hotel(X) ==> -BackpackersDestination(X);0.8181818181818182
-Hotel(X) AND -hasPart(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -Hotel(X) ==> -hasPart(Y, X);0.8181818181818182
-BackpackersDestination(X) AND -hasAccommodation(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasAccommodation(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(X, Y) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-hasAccommodation(Y, X) AND -hasPart(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasAccommodation(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(X, Y) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(Y, X) ==> -RetireeDestination(X);0.8181818181818182
-RetireeDestination(X) AND -hasRating(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-Hotel(X) AND -hasPart(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -Hotel(X) ==> -hasPart(Y, X);0.8181818181818182
-hasAccommodation(X, Y) AND -hasPart(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasAccommodation(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasAccommodation(Y, X) AND -hasPart(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasAccommodation(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(X, Y) AND -hasPart(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasPart(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(X, Y) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(Y, X) ==> -NationalPark(X);0.8181818181818182
-NationalPark(X) AND -hasRating(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-Hotel(X) AND -hasPart(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-Hotel(X) AND -BackpackersDestination(X) ==> -hasPart(Y, X);0.8181818181818182
-hasAccommodation(X, Y) AND -hasPart(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasAccommodation(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasAccommodation(Y, X) AND -hasPart(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasAccommodation(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(X, Y) AND -hasPart(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasPart(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(X, Y) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(X, Y) ==> -hasPart(Y, X);0.8181818181818182
-hasPart(Y, X) AND -hasRating(Y, X) ==> -BackpackersDestination(X);0.8181818181818182
-BackpackersDestination(X) AND -hasRating(Y, X) ==> -hasPart(Y, X);0.8181818181818182
-Beach(X) AND -NationalPark(X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -NationalPark(X) ==> -Beach(X);0.8
-Beach(X) AND -BackpackersDestination(X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -BackpackersDestination(X) ==> -Beach(X);0.8
-Capital(X) AND -NationalPark(X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -NationalPark(X) ==> -Capital(X);0.8
-Capital(X) AND -BackpackersDestination(X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -BackpackersDestination(X) ==> -Capital(X);0.8
-RetireeDestination(X) AND -NationalPark(X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -NationalPark(X) ==> -RetireeDestination(X);0.8
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);0.8
-NationalPark(X) AND -hasPart(Y, X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -NationalPark(X) ==> -hasPart(Y, X);0.8
-BackpackersDestination(X) AND -hasPart(Y, X) ==> -RuralArea(X);0.8
-RuralArea(X) AND -BackpackersDestination(X) ==> -hasPart(Y, X);0.8
-Town(X) AND -AccommodationRating(X) ==> -Beach(X);0.8
-Town(X) AND -AccommodationRating(X) ==> -Capital(X);0.8
-Town(X) AND -AccommodationRating(X) ==> -RetireeDestination(X);0.8
-Town(X) AND -AccommodationRating(X) ==> -NationalPark(X);0.8
-Town(X) AND -AccommodationRating(X) ==> -BackpackersDestination(X);0.8
-Town(X) AND -AccommodationRating(X) ==> -hasPart(Y, X);0.8
-Town(X) AND -UrbanArea(X) ==> -Beach(X);0.8
-Town(X) AND -City(X) ==> -Beach(X);0.8
-Town(X) AND -UrbanArea(X) ==> -NationalPark(X);0.8
-Town(X) AND -UrbanArea(X) ==> -BackpackersDestination(X);0.8
-Town(X) AND -UrbanArea(X) ==> -hasPart(Y, X);0.8
-Town(X) AND -City(X) ==> -NationalPark(X);0.8
-Town(X) AND -City(X) ==> -BackpackersDestination(X);0.8
-Town(X) AND -City(X) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND Destination(X) ==> -Beach(X);0.8
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -Beach(X);0.8
-AccommodationRating(X) AND -Accommodation(X) ==> -Beach(X);0.8
-AccommodationRating(X) AND -Hotel(X) ==> -Beach(X);0.8
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -Beach(X);0.8
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -Beach(X);0.8
-AccommodationRating(X) AND -hasPart(X, Y) ==> -Beach(X);0.8
-AccommodationRating(X) AND -hasRating(X, Y) ==> -Beach(X);0.8
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -City(X);0.8
-AccommodationRating(X) AND -hasPart(X, Y) ==> -City(X);0.8
-City(X) AND -hasRating(Y, X) ==> -AccommodationRating(X);0.8
-AccommodationRating(X) AND Destination(X) ==> -Capital(X);0.8
-AccommodationRating(X) AND Destination(X) ==> -RetireeDestination(X);0.8
-AccommodationRating(X) AND Destination(X) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND Destination(X) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND Destination(X) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -Capital(X);0.8
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -RetireeDestination(X);0.8
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND -LuxuryHotel(X) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND -Accommodation(X) ==> -Capital(X);0.8
-AccommodationRating(X) AND -Hotel(X) ==> -Capital(X);0.8
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -Capital(X);0.8
-AccommodationRating(X) AND -hasRating(X, Y) ==> -Capital(X);0.8
-AccommodationRating(X) AND -Accommodation(X) ==> -RetireeDestination(X);0.8
-AccommodationRating(X) AND -Accommodation(X) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND -Accommodation(X) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND -Accommodation(X) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND -Hotel(X) ==> -RetireeDestination(X);0.8
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -RetireeDestination(X);0.8
-AccommodationRating(X) AND -hasRating(X, Y) ==> -RetireeDestination(X);0.8
-AccommodationRating(X) AND -Hotel(X) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND -hasPart(X, Y) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND -hasRating(X, Y) ==> -NationalPark(X);0.8
-AccommodationRating(X) AND -Hotel(X) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND -Hotel(X) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND -hasPart(X, Y) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND -hasRating(X, Y) ==> -BackpackersDestination(X);0.8
-AccommodationRating(X) AND -hasAccommodation(X, Y) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND -hasAccommodation(Y, X) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND -hasPart(X, Y) ==> -hasPart(Y, X);0.8
-AccommodationRating(X) AND -hasRating(X, Y) ==> -hasPart(Y, X);0.8
-UrbanArea(X) AND -City(X) ==> -Beach(X);0.8
-UrbanArea(X) AND -Capital(X) ==> -Beach(X);0.8
-Beach(X) AND -Capital(X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -RetireeDestination(X) ==> -Beach(X);0.8
-Beach(X) AND -RetireeDestination(X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -Beach(X);0.8
-UrbanArea(X) AND -hasPart(X, Y) ==> -Beach(X);0.8
-City(X) AND -LuxuryHotel(X) ==> -Beach(X);0.8
-City(X) AND -Accommodation(X) ==> -Beach(X);0.8
-City(X) AND -Hotel(X) ==> -Beach(X);0.8
-City(X) AND -hasAccommodation(Y, X) ==> -Beach(X);0.8
-City(X) AND -hasRating(X, Y) ==> -Beach(X);0.8
-City(X) AND -hasRating(Y, X) ==> -Beach(X);0.8
Destination(X) AND -LuxuryHotel(X) ==> -Beach(X);0.8
Destination(X) AND -Accommodation(X) ==> -Beach(X);0.8
Destination(X) AND -Hotel(X) ==> -Beach(X);0.8
Destination(X) AND -hasAccommodation(Y, X) ==> -Beach(X);0.8
Destination(X) AND -hasRating(X, Y) ==> -Beach(X);0.8
Destination(X) AND -hasRating(Y, X) ==> -Beach(X);0.8
-Capital(X) AND -NationalPark(X) ==> -Beach(X);0.8
-Beach(X) AND -NationalPark(X) ==> -Capital(X);0.8
-Beach(X) AND -Capital(X) ==> -NationalPark(X);0.8
-Capital(X) AND -BackpackersDestination(X) ==> -Beach(X);0.8
-Beach(X) AND -BackpackersDestination(X) ==> -Capital(X);0.8
-Beach(X) AND -Capital(X) ==> -BackpackersDestination(X);0.8
-RetireeDestination(X) AND -NationalPark(X) ==> -Beach(X);0.8
-Beach(X) AND -NationalPark(X) ==> -RetireeDestination(X);0.8
-Beach(X) AND -RetireeDestination(X) ==> -NationalPark(X);0.8
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -Beach(X);0.8
-Beach(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);0.8
-Beach(X) AND -RetireeDestination(X) ==> -BackpackersDestination(X);0.8
-UrbanArea(X) AND -City(X) ==> -NationalPark(X);0.8
-UrbanArea(X) AND -City(X) ==> -BackpackersDestination(X);0.8
-UrbanArea(X) AND -City(X) ==> -hasPart(Y, X);0.8
-Capital(X) AND -NationalPark(X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -Capital(X) ==> -NationalPark(X);0.8
-Capital(X) AND -BackpackersDestination(X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -Capital(X) ==> -BackpackersDestination(X);0.8
-Capital(X) AND -hasPart(Y, X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -Capital(X) ==> -hasPart(Y, X);0.8
-RetireeDestination(X) AND -NationalPark(X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -RetireeDestination(X) ==> -NationalPark(X);0.8
-RetireeDestination(X) AND -BackpackersDestination(X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -RetireeDestination(X) ==> -BackpackersDestination(X);0.8
-RetireeDestination(X) AND -hasPart(Y, X) ==> -UrbanArea(X);0.8
-UrbanArea(X) AND -RetireeDestination(X) ==> -hasPart(Y, X);0.8
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -NationalPark(X);0.8
-UrbanArea(X) AND -hasPart(X, Y) ==> -NationalPark(X);0.8
-UrbanArea(X) AND -hasAccommodation(X, Y) ==> -BackpackersDestination(X);0.8
-UrbanArea(X) AND -hasPart(X, Y) ==> -BackpackersDestination(X);0.8
